Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1985","1985","kg/1000 Int.$","13.17","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1986","1986","t","2220800","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1986","1986","kg/ha","13.11","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1986","1986","kg/pc","2.78","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1986","1986","kg/1000 Int.$","14.13","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1987","1987","t","1761200","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1987","1987","kg/ha","10.38","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1987","1987","kg/pc","2.16","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1987","1987","kg/1000 Int.$","11.29","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1988","1988","t","2577600","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1988","1988","kg/ha","15.22","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1988","1988","kg/pc","3.09","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1988","1988","kg/1000 Int.$","15","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1989","1989","t","2991700","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1989","1989","kg/ha","17.6","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1989","1989","kg/pc","3.51","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1989","1989","kg/1000 Int.$","16.36","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1990","1990","t","3124500","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1990","1990","kg/ha","18.37","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1990","1990","kg/pc","3.59","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1990","1990","kg/1000 Int.$","16.98","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1991","1991","t","3321213","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1991","1991","kg/ha","19.52","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1991","1991","kg/pc","3.74","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1991","1991","kg/1000 Int.$","17.16","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1992","1992","t","2843774","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1992","1992","kg/ha","16.73","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1992","1992","kg/pc","3.13","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1992","1992","kg/1000 Int.$","14.15","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1993","1993","t","2669300","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1993","1993","kg/ha","15.68","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1993","1993","kg/pc","2.88","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1993","1993","kg/1000 Int.$","13.05","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1994","1994","t","2931700","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1994","1994","kg/ha","17.21","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1994","1994","kg/pc","3.1","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1994","1994","kg/1000 Int.$","13.85","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1995","1995","t","2897533","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1995","1995","kg/ha","17.05","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1995","1995","kg/pc","3","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1995","1995","kg/1000 Int.$","13.32","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1996","1996","t","2978978","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1996","1996","kg/ha","17.57","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1996","1996","kg/pc","3.03","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1996","1996","kg/1000 Int.$","13.25","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1997","1997","t","3913600","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1997","1997","kg/ha","23.01","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1997","1997","kg/pc","3.9","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1997","1997","kg/1000 Int.$","16.98","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1998","1998","t","4112200","X","Figure from international organizations",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1998","1998","kg/ha","24.19","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1998","1998","kg/pc","4.03","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1998","1998","kg/1000 Int.$","17.42","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1999","1999","t","4796250","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1999","1999","kg/ha","28.19","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","1999","1999","kg/pc","4.61","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","1999","1999","kg/1000 Int.$","19.42","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2000","2000","t","4214600","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2000","2000","kg/ha","24.77","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2000","2000","kg/pc","3.98","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2000","2000","kg/1000 Int.$","17.24","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2001","2001","t","4365119","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2001","2001","kg/ha","25.7","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2001","2001","kg/pc","4.05","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2001","2001","kg/1000 Int.$","17.32","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2002","2002","t","4029134","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2002","2002","kg/ha","23.7","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2002","2002","kg/pc","3.67","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2002","2002","kg/1000 Int.$","17.15","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2003","2003","t","4131912","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2003","2003","kg/ha","24.33","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2003","2003","kg/pc","3.7","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2003","2003","kg/1000 Int.$","15.92","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2004","2004","t","4633145","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2004","2004","kg/ha","27.27","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2004","2004","kg/pc","4.08","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2004","2004","kg/1000 Int.$","17.94","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2005","2005","t","5209967","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2005","2005","kg/ha","30.71","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2005","2005","kg/pc","4.51","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2005","2005","kg/1000 Int.$","19.14","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2006","2006","t","5550200","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2006","2006","kg/ha","32.75","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2006","2006","kg/pc","4.73","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2006","2006","kg/1000 Int.$","19.28","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2007","2007","t","5518072","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2007","2007","kg/ha","32.61","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2007","2007","kg/pc","4.64","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2007","2007","kg/1000 Int.$","17.7","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2008","2008","t","6051820","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2008","2008","kg/ha","35.73","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2008","2008","kg/pc","5.02","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2008","2008","kg/1000 Int.$","19.12","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2009","2009","t","7249010","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2009","2009","kg/ha","42.71","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2009","2009","kg/pc","5.92","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2009","2009","kg/1000 Int.$","23.24","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2010","2010","t","8195773","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2010","2010","kg/ha","48.43","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2010","2010","kg/pc","6.61","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2010","2010","kg/1000 Int.$","24.2","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2011","2011","t","8409634","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2011","2011","kg/ha","49.65","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2011","2011","kg/pc","6.69","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2011","2011","kg/1000 Int.$","23.3","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2012","2012","t","6653400","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2012","2012","kg/ha","39.29","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2012","2012","kg/pc","5.22","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2012","2012","kg/1000 Int.$","18.05","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2013","2013","t","5633500","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2013","2013","kg/ha","33.25","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2013","2013","kg/pc","4.36","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2013","2013","kg/1000 Int.$","14.63","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2014","2014","t","6098900","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2014","2014","kg/ha","35.99","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2014","2014","kg/pc","4.67","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2014","2014","kg/1000 Int.$","15.46","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2015","2015","t","6978800","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2015","2015","kg/ha","41.19","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2015","2015","kg/pc","5.28","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2015","2015","kg/1000 Int.$","17.92","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","t","6705400","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2016","2016","kg/ha","39.6","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2016","2016","kg/pc","5.01","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2016","2016","kg/1000 Int.$","16.58","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2017","2017","t","6854100","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2017","2017","kg/ha","40.58","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2017","2017","kg/pc","5.06","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2017","2017","kg/1000 Int.$","15.98","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2018","2018","t","6967900","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2018","2018","kg/ha","41.28","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2018","2018","kg/pc","5.09","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2018","2018","kg/1000 Int.$","15.62","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2019","2019","t","7464800","A","Official figure",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2019","2019","kg/ha","44.26","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2019","2019","kg/pc","5.4","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2019","2019","kg/1000 Int.$","16.34","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2020","2020","t","8977900","A","Official figure",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2020","2020","kg/ha","53.42","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2020","2020","kg/pc","6.43","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2020","2020","kg/1000 Int.$","19.11","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2021","2021","t","7828500","A","Official figure",""
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/ha","46.58","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/pc","5.56","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3103","Nutrient phosphate P2O5 (total)","2021","2021","kg/1000 Int.$","16.21","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1961","1961","t","28000","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1961","1961","kg/ha","0.17","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1961","1961","kg/pc","0.06","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1961","1961","kg/1000 Int.$","0.32","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1962","1962","t","36400","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1962","1962","kg/ha","0.22","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1962","1962","kg/pc","0.08","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1962","1962","kg/1000 Int.$","0.42","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1963","1963","t","50600","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1963","1963","kg/ha","0.31","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1963","1963","kg/pc","0.11","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1963","1963","kg/1000 Int.$","0.58","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1964","1964","t","69300","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1964","1964","kg/ha","0.43","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1964","1964","kg/pc","0.14","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1964","1964","kg/1000 Int.$","0.77","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1965","1965","t","77300","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1965","1965","kg/ha","0.48","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1965","1965","kg/pc","0.15","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1965","1965","kg/1000 Int.$","0.91","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1966","1966","t","114200","A","Official figure","Official data from questionnaire"
"RFN","Fertilizers by Nutrient","356","India","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1966","1966","kg/ha","0.7","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5172","Use per capita","3104","Nutrient potash K2O (total)","1966","1966","kg/pc","0.22","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5173","Use per value of agricultural production","3104","Nutrient potash K2O (total)","1966","1966","kg/1000 Int.$","1.35","E","Estimated value",""
"RFN","Fertilizers by Nutrient","356","India","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1967","1967","t","169600","A","Official figure","Official data from questionnaire"
